,Name,Team,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,+/-,Date,Games,GS
35,Joe Johnson,UTA,15:11,1.0,4.0,0.25,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,2.0,-11.0,12/27/17,1,-0.7999999999999999
36,Royce O'Neale,UTA,10:21,1.0,3.0,0.333,0.0,2.0,0.0,3.0,4.0,0.75,0.0,3.0,3.0,2.0,0.0,0.0,0.0,2.0,5.0,8.0,12/27/17,1,4.400000000000001
41,Garrett Temple,NOP,34:15,4.0,12.0,0.333,1.0,6.0,0.167,3.0,4.0,0.75,3.0,5.0,8.0,2.0,0.0,2.0,1.0,1.0,12.0,-4.0,11/3/21,1,9.8
42,Nickeil Alexander-Walker,NOP,32:54,7.0,16.0,0.438,1.0,6.0,0.167,1.0,2.0,0.5,1.0,3.0,4.0,4.0,1.0,0.0,3.0,4.0,16.0,-6.0,11/3/21,1,8.000000000000002
43,Josh Hart,NOP,31:52,4.0,11.0,0.364,1.0,4.0,0.25,0.0,0.0,0.0,0.0,3.0,3.0,2.0,0.0,0.0,1.0,2.0,9.0,-6.0,11/3/21,1,3.4000000000000004
44,Devonte' Graham,NOP,30:55,5.0,9.0,0.556,4.0,7.0,0.571,2.0,2.0,1.0,1.0,0.0,1.0,7.0,0.0,0.0,2.0,3.0,16.0,-2.0,11/3/21,1,14.099999999999998
45,Jonas Valančiūnas,NOP,29:10,5.0,13.0,0.385,2.0,3.0,0.667,2.0,2.0,1.0,1.0,10.0,11.0,2.0,0.0,0.0,2.0,1.0,14.0,4.0,11/3/21,1,9.600000000000001
46,Naji Marshall,NOP,19:50,2.0,5.0,0.4,1.0,3.0,0.333,0.0,0.0,0.0,2.0,3.0,5.0,0.0,0.0,0.0,1.0,0.0,5.0,-9.0,11/3/21,1,3.5999999999999996
47,Kira Lewis Jr.,NOP,16:51,6.0,9.0,0.667,2.0,3.0,0.667,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,3.0,2.0,14.0,-14.0,11/3/21,1,6.899999999999997
48,Trey Murphy III,NOP,13:59,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,3.0,0.0,0.0,1.0,0.0,0.0,-5.0,11/3/21,1,0.8999999999999997
49,Tomáš Satoranský,NOP,12:56,2.0,5.0,0.4,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,1.0,5.0,-7.0,11/3/21,1,1.2999999999999998
50,Willy Hernangómez,NOP,10:45,2.0,2.0,1.0,0.0,0.0,0.0,4.0,4.0,1.0,0.0,2.0,2.0,1.0,0.0,0.0,0.0,2.0,8.0,-11.0,11/3/21,1,7.8999999999999995
51,Jaxson Hayes,NOP,4:27,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,-7.0,11/3/21,1,-0.7
52,Jose Alvarado,NOP,1:03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,11/3/21,1,0.0
53,Didi Louzada,NOP,1:03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,11/3/21,1,0.7
56,Dorian Finney-Smith,DAL,46:49,6.0,12.0,0.5,2.0,7.0,0.286,0.0,0.0,0.0,1.0,7.0,8.0,2.0,4.0,0.0,1.0,4.0,14.0,12.0,4/21/22,1,13.6
57,Reggie Bullock,DAL,44:29,3.0,6.0,0.5,3.0,6.0,0.5,3.0,3.0,1.0,0.0,6.0,6.0,3.0,1.0,0.0,0.0,2.0,12.0,2.0,4/21/22,1,13.1
58,Spencer Dinwiddie,DAL,40:47,6.0,21.0,0.286,2.0,7.0,0.286,6.0,7.0,0.857,2.0,3.0,5.0,6.0,3.0,0.0,2.0,6.0,20.0,8.0,4/21/22,1,12.399999999999997
59,Jalen Brunson,DAL,35:05,12.0,22.0,0.545,0.0,4.0,0.0,7.0,7.0,1.0,0.0,1.0,1.0,6.0,0.0,0.0,1.0,2.0,31.0,-1.0,4/21/22,1,23.099999999999998
60,Dwight Powell,DAL,13:18,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,3.0,4.0,0.0,0.0,0.0,2.0,5.0,0.0,-11.0,4/21/22,1,-3.1
61,Maxi Kleber,DAL,22:20,6.0,7.0,0.857,4.0,5.0,0.8,1.0,2.0,0.5,1.0,2.0,3.0,1.0,0.0,0.0,1.0,5.0,17.0,10.0,4/21/22,1,13.099999999999998
62,Josh Green,DAL,18:47,4.0,6.0,0.667,3.0,5.0,0.6,1.0,4.0,0.25,0.0,3.0,3.0,6.0,2.0,0.0,0.0,3.0,12.0,10.0,4/21/22,1,14.099999999999998
63,Dāvis Bertāns,DAL,13:53,4.0,7.0,0.571,4.0,7.0,0.571,3.0,3.0,1.0,1.0,1.0,2.0,0.0,0.0,1.0,1.0,3.0,15.0,6.0,4/21/22,1,11.200000000000003
64,Trey Burke,DAL,4:07,0.0,1.0,0.0,0.0,0.0,0.0,3.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,5.0,4/21/22,1,1.4999999999999998
65,Sterling Brown,DAL,0:25,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,-1.0,4/21/22,1,2.0
69,Jalen Williams,OKC,39:47,10.0,19.0,0.526,3.0,6.0,0.5,2.0,2.0,1.0,3.0,4.0,7.0,2.0,6.0,1.0,3.0,3.0,25.0,11.0,2/7/23,1,22.9
70,Shai Gilgeous-Alexander,OKC,37:41,9.0,17.0,0.529,1.0,1.0,1.0,11.0,12.0,0.917,0.0,2.0,2.0,8.0,2.0,0.0,4.0,5.0,30.0,-2.0,2/7/23,1,23.500000000000007
71,Josh Giddey,OKC,34:55,10.0,19.0,0.526,0.0,3.0,0.0,0.0,0.0,0.0,1.0,4.0,5.0,6.0,0.0,0.0,4.0,2.0,20.0,-1.0,2/7/23,1,11.999999999999996
72,Jaylin Williams,OKC,30:40,4.0,6.0,0.667,2.0,2.0,1.0,4.0,4.0,1.0,1.0,6.0,7.0,7.0,2.0,0.0,0.0,1.0,14.0,2.0,2/7/23,1,20.4
73,Kenrich Williams,OKC,29:43,3.0,6.0,0.5,1.0,4.0,0.25,1.0,2.0,0.5,1.0,3.0,4.0,5.0,1.0,0.0,1.0,2.0,8.0,-12.0,2/7/23,1,8.899999999999999
74,Isaiah Joe,OKC,23:02,5.0,11.0,0.455,5.0,10.0,0.5,0.0,0.0,0.0,1.0,4.0,5.0,2.0,0.0,0.0,0.0,1.0,15.0,15.0,2/7/23,1,12.2
75,Aaron Wiggins,OKC,21:43,2.0,5.0,0.4,1.0,1.0,1.0,0.0,0.0,0.0,0.0,3.0,3.0,0.0,0.0,1.0,0.0,3.0,5.0,4.0,2/7/23,1,2.6999999999999993
76,Mike Muscala,OKC,17:20,6.0,10.0,0.6,4.0,7.0,0.571,0.0,0.0,0.0,0.0,4.0,4.0,2.0,1.0,0.0,0.0,1.0,16.0,1.0,2/7/23,1,14.599999999999998
77,Tre Mann,OKC,5:09,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.0,2/7/23,1,-0.7
82,Devin Vassell,SAS,35:05,7.0,16.0,0.438,2.0,9.0,0.222,1.0,1.0,1.0,0.0,5.0,5.0,7.0,4.0,1.0,1.0,0.0,17.0,18.0,12/28/23,1,18.7
83,Jeremy Sochan,SAS,30:34,6.0,10.0,0.6,0.0,2.0,0.0,4.0,5.0,0.8,1.0,6.0,7.0,3.0,0.0,1.0,2.0,4.0,16.0,17.0,12/28/23,1,12.699999999999998
